PRODUCT_CATEGORY,PRODUCT_TYPE,PRODUCT_DETAIL,STORE_LOCATION,NUMBER_OR_ROWS,NUMBER_OF_SALES,NUMBER_OF_UNITS_SOLD,REVENUE_PER_TRANSACTION,TOTAL_REVENUE,MONTH_ID,MONTH_NAME,DAY_NAME,TIME_BUCKET,SPEND_TREND
Loose Tea,Herbal tea,Peppermint,Lower Manhattan,1,1,1,8.95,8.95,202305,May,Sat,Evening,Low
Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Lower Manhattan,4,4,7,24.50,24.50,202305,May,Tue,Evening,Low
Flavours,Regular syrup,Chocolate syrup,Lower Manhattan,15,15,25,20.00,20.00,202305,May,Thu,Morning,Low
Flavours,Regular syrup,Carmel syrup,Lower Manhattan,9,9,12,9.60,9.60,202305,May,Thu,Morning,Low
Coffee,Gourmet brewed coffee,Ethiopia Rg,Lower Manhattan,16,16,28,84.00,84.00,202305,May,Thu,Morning,High
Bakery,Scone,Cranberry Scone,Lower Manhattan,10,10,10,32.50,32.50,202305,May,Thu,Morning,High
Flavours,Regular syrup,Hazelnut syrup,Lower Manhattan,3,3,5,4.00,4.00,202305,May,Wed,Evening,Low
Coffee,Gourmet brewed coffee,Ethiopia Lg,Lower Manhattan,2,2,4,14.00,14.00,202305,May,Wed,Evening,Low
Coffee,Drip coffee,Our Old Time Diner Blend Lg,Lower Manhattan,8,8,15,45.00,45.00,202305,May,Thu,Morning,High
Tea,Brewed Black tea,Earl Grey Lg,Lower Manhattan,1,1,2,6.00,6.00,202305,May,Tue,Evening,Low
Bakery,Biscotti,Hazelnut Biscotti,Lower Manhattan,4,4,4,14.62,14.62,202305,May,Tue,Evening,Low
Loose Tea,Black tea,Earl Grey,Lower Manhattan,1,1,1,8.95,8.95,202305,May,Tue,Evening,Low
Tea,Brewed Chai tea,Traditional Blend Chai Lg,Lower Manhattan,4,4,5,15.00,15.00,202305,May,Tue,Evening,Low
Tea,Brewed herbal tea,Peppermint Lg,Lower Manhattan,8,8,12,36.00,36.00,202305,May,Tue,Evening,High
Coffee beans,Green beans,Guatemalan Sustainably Grown,Lower Manhattan,1,1,1,10.00,10.00,202305,May,Tue,Evening,Low
Coffee,Barista Espresso,Latte,Lower Manhattan,6,6,9,33.75,33.75,202305,May,Tue,Evening,High
Tea,Brewed herbal tea,Peppermint Lg,Lower Manhattan,11,11,19,57.00,57.00,202305,May,Mon,Afternoon,High
Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Lower Manhattan,3,3,5,10.00,10.00,202305,May,Tue,Evening,Low
Branded,Housewares,I Need My Bean! Diner mug,Lower Manhattan,3,3,3,36.00,36.00,202305,May,Tue,Afternoon,High
Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Lower Manhattan,4,4,4,30.40,30.40,202305,May,Wed,Morning,High
Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Lower Manhattan,2,2,2,15.20,15.20,202305,May,Tue,Afternoon,Low
Coffee beans,Gourmet Beans,Ethiopia,Lower Manhattan,1,1,1,21.00,21.00,202305,May,Tue,Afternoon,Low
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Lower Manhattan,9,9,14,52.50,52.50,202305,May,Tue,Afternoon,High
Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Lower Manhattan,7,7,11,8.80,8.80,202305,May,Tue,Afternoon,Low
Flavours,Regular syrup,Hazelnut syrup,Lower Manhattan,3,3,5,4.00,4.00,202305,May,Tue,Afternoon,Low
Tea,Brewed Chai tea,Traditional Blend Chai Lg,Lower Manhattan,5,5,9,27.00,27.00,202305,May,Tue,Afternoon,Low
Tea,Brewed Black tea,English Breakfast Lg,Lower Manhattan,14,14,22,66.00,66.00,202305,May,Tue,Morning,High
Branded,Housewares,I Need My Bean! Diner mug,Lower Manhattan,3,3,4,48.00,48.00,202305,May,Tue,Morning,High
Loose Tea,Black tea,English Breakfast,Lower Manhattan,3,3,3,26.85,26.85,202305,May,Tue,Morning,Low
Bakery,Scone,Scottish Cream Scone ,Lower Manhattan,8,8,8,39.39,39.39,202305,May,Tue,Morning,High
Coffee beans,Organic Beans,Brazilian - Organic,Lower Manhattan,2,2,2,36.00,36.00,202305,May,Tue,Morning,High
Flavours,Regular syrup,Chocolate syrup,Lower Manhattan,4,4,6,4.80,4.80,202304,Apr,Wed,Afternoon,Low
Coffee,Gourmet brewed coffee,Ethiopia Rg,Lower Manhattan,2,2,4,12.00,12.00,202304,Apr,Thu,Afternoon,Low
Tea,Brewed Chai tea,Traditional Blend Chai Rg,Lower Manhattan,3,3,5,12.50,12.50,202304,Apr,Thu,Afternoon,Low
Bakery,Scone,Ginger Scone,Lower Manhattan,5,5,6,17.70,17.70,202304,Apr,Thu,Afternoon,Low
Flavours,Regular syrup,Carmel syrup,Lower Manhattan,6,6,9,7.20,7.20,202304,Apr,Thu,Afternoon,Low
Bakery,Scone,Ginger Scone,Lower Manhattan,2,2,3,8.55,8.55,202304,Apr,Fri,Evening,Low
Bakery,Scone,Cranberry Scone,Lower Manhattan,2,2,2,6.50,6.50,202304,Apr,Thu,Afternoon,Low
Coffee beans,Premium Beans,Jamacian Coffee River,Lower Manhattan,1,1,1,19.75,19.75,202304,Apr,Thu,Morning,Low
Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Lower Manhattan,1,1,1,7.60,7.60,202304,Apr,Thu,Morning,Low
Coffee beans,Organic Beans,Organic Decaf Blend,Lower Manhattan,1,1,1,22.50,22.50,202304,Apr,Thu,Morning,Low
Loose Tea,Herbal tea,Lemon Grass,Lower Manhattan,1,1,1,8.95,8.95,202304,Apr,Thu,Morning,Low
Coffee beans,House blend Beans,Our Old Time Diner Blend,Lower Manhattan,2,2,2,36.00,36.00,202304,Apr,Thu,Morning,High
Branded,Housewares,I Need My Bean! Diner mug,Lower Manhattan,1,1,1,12.00,12.00,202304,Apr,Thu,Morning,Low
Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Lower Manhattan,3,3,5,17.50,17.50,202304,Apr,Wed,Evening,Low
Branded,Housewares,I Need My Bean! Latte cup,Lower Manhattan,1,1,1,14.00,14.00,202304,Apr,Wed,Afternoon,Low
Coffee beans,Organic Beans,Brazilian - Organic,Lower Manhattan,2,2,2,36.00,36.00,202304,Apr,Wed,Afternoon,High
Loose Tea,Chai tea,Spicy Eye Opener Chai,Lower Manhattan,1,1,1,10.95,10.95,202304,Apr,Thu,Afternoon,Low
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Lower Manhattan,3,3,6,28.50,28.50,202304,Apr,Thu,Afternoon,Low
Bakery,Biscotti,Hazelnut Biscotti,Lower Manhattan,2,2,2,6.50,6.50,202304,Apr,Fri,Evening,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Lower Manhattan,3,3,5,15.50,15.50,202304,Apr,Fri,Evening,Low
Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Lower Manhattan,2,2,5,12.50,12.50,202304,Apr,Fri,Evening,Low
Bakery,Biscotti,Ginger Biscotti,Lower Manhattan,4,4,4,14.00,14.00,202304,Apr,Fri,Afternoon,Low
Coffee,Drip coffee,Our Old Time Diner Blend Lg,Lower Manhattan,2,2,3,9.00,9.00,202304,Apr,Fri,Afternoon,Low
Tea,Brewed Chai tea,Traditional Blend Chai Rg,Lower Manhattan,2,2,4,10.00,10.00,202304,Apr,Fri,Afternoon,Low
Bakery,Pastry,Chocolate Croissant,Lower Manhattan,1,1,1,3.75,3.75,202304,Apr,Fri,Afternoon,Low
Tea,Brewed Green tea,Serenity Green Tea Lg,Lower Manhattan,3,3,5,15.00,15.00,202304,Apr,Fri,Afternoon,Low
Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Lower Manhattan,1,1,1,7.60,7.60,202304,Apr,Fri,Afternoon,Low
Coffee,Gourmet brewed coffee,Ethiopia Lg,Lower Manhattan,6,6,7,24.50,24.50,202304,Apr,Fri,Afternoon,Low
Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Lower Manhattan,1,1,1,2.00,2.00,202304,Apr,Thu,Evening,Low
Coffee beans,Premium Beans,Jamacian Coffee River,Lower Manhattan,1,1,1,19.75,19.75,202304,Apr,Fri,Afternoon,Low
Coffee,Barista Espresso,Ouro Brasileiro shot,Lower Manhattan,6,6,9,19.80,19.80,202304,Apr,Fri,Afternoon,Low
Coffee,Barista Espresso,Latte,Lower Manhattan,7,7,10,37.50,37.50,202305,May,Mon,Evening,High
Bakery,Biscotti,Chocolate Chip Biscotti,Lower Manhattan,8,8,8,28.00,28.00,202305,May,Mon,Afternoon,Low
Coffee,Organic brewed coffee,Brazilian Rg,Lower Manhattan,5,5,8,24.00,24.00,202305,May,Mon,Evening,Low
Bakery,Biscotti,Chocolate Chip Biscotti,Lower Manhattan,5,5,5,17.50,17.50,202305,May,Mon,Evening,Low
Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Lower Manhattan,6,6,10,25.00,25.00,202305,May,Mon,Evening,Low
Bakery,Scone,Cranberry Scone,Lower Manhattan,1,1,1,3.25,3.25,202305,May,Mon,Evening,Low
Coffee,Barista Espresso,Espresso shot,Lower Manhattan,5,5,8,24.00,24.00,202305,May,Mon,Evening,Low
Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Lower Manhattan,7,7,10,30.00,30.00,202305,May,Mon,Evening,Low
Bakery,Pastry,Croissant,Lower Manhattan,10,10,10,35.00,35.00,202305,May,Mon,Evening,High
Coffee,Drip coffee,Our Old Time Diner Blend Lg,Lower Manhattan,2,2,2,6.00,6.00,202305,May,Mon,Evening,Low
Bakery,Pastry,Almond Croissant,Lower Manhattan,5,5,5,18.75,18.75,202305,May,Mon,Evening,Low
Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Lower Manhattan,11,11,15,46.50,46.50,202305,May,Mon,Evening,High
Bakery,Scone,Oatmeal Scone,Lower Manhattan,6,6,6,18.00,18.00,202305,May,Mon,Evening,Low
Tea,Brewed Chai tea,Traditional Blend Chai Rg,Lower Manhattan,6,6,9,22.50,22.50,202305,May,Mon,Evening,Low
Tea,Brewed Black tea,English Breakfast Lg,Lower Manhattan,7,7,13,39.00,39.00,202305,May,Mon,Evening,High
Tea,Brewed Black tea,English Breakfast Lg,Lower Manhattan,4,4,7,21.00,21.00,202304,Apr,Fri,Afternoon,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Lower Manhattan,4,4,9,33.75,33.75,202305,May,Mon,Evening,High
Tea,Brewed Black tea,Earl Grey Rg,Lower Manhattan,4,4,6,15.00,15.00,202305,May,Mon,Evening,Low
Bakery,Pastry,Chocolate Croissant,Lower Manhattan,3,3,3,11.25,11.25,202305,May,Mon,Evening,Low
Tea,Brewed Chai tea,Traditional Blend Chai Lg,Lower Manhattan,4,4,6,18.00,18.00,202305,May,Mon,Evening,Low
Tea,Brewed herbal tea,Peppermint Rg,Lower Manhattan,7,7,11,27.50,27.50,202305,May,Mon,Evening,Low
Tea,Brewed Green tea,Serenity Green Tea Rg,Lower Manhattan,6,6,10,25.00,25.00,202305,May,Mon,Evening,Low
Coffee,Gourmet brewed coffee,Ethiopia Lg,Lower Manhattan,2,2,4,14.00,14.00,202305,May,Mon,Evening,Low
Coffee,Organic brewed coffee,Brazilian Sm,Lower Manhattan,5,5,8,17.60,17.60,202305,May,Mon,Evening,Low
Coffee,Gourmet brewed coffee,Ethiopia Sm,Lower Manhattan,3,3,7,15.40,15.40,202305,May,Mon,Evening,Low
Coffee,Gourmet brewed coffee,Ethiopia Rg,Lower Manhattan,2,2,4,12.00,12.00,202304,Apr,Thu,Evening,Low
Flavours,Regular syrup,Hazelnut syrup,Lower Manhattan,1,1,1,0.80,0.80,202304,Apr,Thu,Evening,Low
Bakery,Scone,Jumbo Savory Scone,Lower Manhattan,1,1,1,3.75,3.75,202304,Apr,Thu,Evening,Low
Tea,Brewed Chai tea,Traditional Blend Chai Lg,Lower Manhattan,2,2,4,12.00,12.00,202304,Apr,Thu,Afternoon,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Lower Manhattan,2,2,3,9.30,9.30,202304,Apr,Thu,Afternoon,Low
Coffee beans,Gourmet Beans,Ethiopia,Lower Manhattan,1,1,1,21.00,21.00,202304,Apr,Tue,Afternoon,Low
Branded,Housewares,I Need My Bean! Latte cup,Lower Manhattan,2,2,2,28.00,28.00,202304,Apr,Sun,Afternoon,Low
Packaged Chocolate,Drinking Chocolate,Dark chocolate,Lower Manhattan,1,1,1,6.40,6.40,202304,Apr,Mon,Morning,Low
Coffee,Barista Espresso,Latte,Lower Manhattan,2,2,4,15.00,15.00,202304,Apr,Wed,Afternoon,Low
Branded,Housewares,I Need My Bean! Latte cup,Lower Manhattan,4,4,4,56.00,56.00,202304,Apr,Wed,Morning,High
Coffee beans,Premium Beans,Jamacian Coffee River,Lower Manhattan,2,2,2,39.50,39.50,202304,Apr,Tue,Evening,High
Coffee,Gourmet brewed coffee,Ethiopia Lg,Lower Manhattan,1,1,2,7.00,7.00,202304,Apr,Tue,Evening,Low
Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Lower Manhattan,1,1,1,7.60,7.60,202304,Apr,Tue,Evening,Low
Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Lower Manhattan,3,3,6,15.00,15.00,202304,Apr,Tue,Evening,Low
Loose Tea,Black tea,English Breakfast,Lower Manhattan,1,1,1,8.95,8.95,202304,Apr,Tue,Afternoon,Low
Bakery,Biscotti,Hazelnut Biscotti,Lower Manhattan,1,1,1,3.25,3.25,202304,Apr,Tue,Afternoon,Low
Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Lower Manhattan,2,2,2,15.20,15.20,202304,Apr,Tue,Afternoon,Low
Loose Tea,Chai tea,Spicy Eye Opener Chai,Lower Manhattan,1,1,1,10.95,10.95,202304,Apr,Tue,Afternoon,Low
Bakery,Scone,Scottish Cream Scone ,Lower Manhattan,1,1,1,4.50,4.50,202304,Apr,Mon,Evening,Low
Flavours,Regular syrup,Carmel syrup,Lower Manhattan,1,1,2,1.60,1.60,202304,Apr,Tue,Afternoon,Low
Flavours,Regular syrup,Chocolate syrup,Lower Manhattan,4,4,6,4.80,4.80,202304,Apr,Tue,Afternoon,Low
Bakery,Scone,Oatmeal Scone,Lower Manhattan,2,2,2,6.00,6.00,202304,Apr,Sun,Afternoon,Low
Loose Tea,Black tea,Earl Grey,Lower Manhattan,1,1,1,8.95,8.95,202304,Apr,Tue,Morning,Low
Bakery,Scone,Ginger Scone,Lower Manhattan,9,9,12,34.20,34.20,202304,Apr,Sun,Morning,High
Packaged Chocolate,Drinking Chocolate,Chili Mayan,Lower Manhattan,1,1,1,13.33,13.33,202304,Apr,Tue,Morning,Low
Branded,Housewares,I Need My Bean! Diner mug,Lower Manhattan,1,1,1,12.00,12.00,202304,Apr,Tue,Morning,Low
Branded,Housewares,I Need My Bean! Latte cup,Lower Manhattan,1,1,1,14.00,14.00,202304,Apr,Tue,Morning,Low
Coffee beans,Gourmet Beans,Columbian Medium Roast,Lower Manhattan,3,3,3,45.00,45.00,202304,Apr,Tue,Morning,High
Bakery,Biscotti,Ginger Biscotti,Lower Manhattan,1,1,1,3.50,3.50,202304,Apr,Mon,Evening,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Lower Manhattan,2,2,2,7.50,7.50,202304,Apr,Mon,Evening,Low
Branded,Housewares,I Need My Bean! Latte cup,Lower Manhattan,2,2,2,28.00,28.00,202304,Apr,Tue,Afternoon,Low
Loose Tea,Chai tea,Traditional Blend Chai,Lower Manhattan,1,1,1,8.95,8.95,202304,Apr,Thu,Afternoon,Low
Branded,Housewares,I Need My Bean! Diner mug,Lower Manhattan,2,2,2,24.00,24.00,202304,Apr,Thu,Afternoon,Low
Tea,Brewed Green tea,Serenity Green Tea Lg,Lower Manhattan,4,4,10,30.00,30.00,202304,Apr,Thu,Afternoon,Low
Coffee beans,Gourmet Beans,Ethiopia,Lower Manhattan,1,1,1,21.00,21.00,202304,Apr,Thu,Morning,Low
Bakery,Biscotti,Ginger Biscotti,Lower Manhattan,1,1,1,3.50,3.50,202304,Apr,Wed,Evening,Low
Flavours,Regular syrup,Chocolate syrup,Lower Manhattan,2,2,3,2.40,2.40,202304,Apr,Mon,Evening,Low
Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Lower Manhattan,5,5,8,24.80,24.80,202304,Apr,Fri,Afternoon,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Rg,Lower Manhattan,4,4,7,21.70,21.70,202304,Apr,Fri,Afternoon,Low
Loose Tea,Chai tea,Morning Sunrise Chai,Lower Manhattan,1,1,1,9.50,9.50,202304,Apr,Fri,Morning,Low
Bakery,Scone,Scottish Cream Scone ,Lower Manhattan,2,2,2,9.00,9.00,202304,Apr,Fri,Morning,Low
Loose Tea,Green tea,Serenity Green Tea,Lower Manhattan,1,1,1,9.25,9.25,202304,Apr,Fri,Morning,Low
Branded,Housewares,I Need My Bean! Diner mug,Lower Manhattan,1,1,1,12.00,12.00,202304,Apr,Thu,Evening,Low
Tea,Brewed Green tea,Serenity Green Tea Lg,Lower Manhattan,2,2,6,18.00,18.00,202304,Apr,Thu,Evening,Low
Bakery,Biscotti,Hazelnut Biscotti,Lower Manhattan,3,3,3,9.75,9.75,202304,Apr,Thu,Evening,Low
Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Lower Manhattan,2,2,2,9.00,9.00,202304,Apr,Fri,Afternoon,Low
Flavours,Regular syrup,Hazelnut syrup,Lower Manhattan,2,2,3,2.40,2.40,202304,Apr,Mon,Evening,Low
Coffee,Barista Espresso,Ouro Brasileiro shot,Lower Manhattan,3,3,4,11.10,11.10,202304,Apr,Mon,Evening,Low
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Lower Manhattan,2,2,4,15.00,15.00,202304,Apr,Mon,Evening,Low
Branded,Housewares,I Need My Bean! Latte cup,Lower Manhattan,1,1,1,14.00,14.00,202304,Apr,Mon,Evening,Low
Coffee beans,Gourmet Beans,Ethiopia,Lower Manhattan,1,1,1,21.00,21.00,202304,Apr,Mon,Evening,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Lower Manhattan,9,9,12,29.40,29.40,202305,May,Mon,Afternoon,Low
Bakery,Scone,Oatmeal Scone,Lower Manhattan,2,2,2,6.00,6.00,202304,Apr,Mon,Afternoon,Low
Branded,Housewares,I Need My Bean! Latte cup,Lower Manhattan,1,1,1,14.00,14.00,202304,Apr,Mon,Afternoon,Low
Loose Tea,Black tea,English Breakfast,Lower Manhattan,1,1,1,8.95,8.95,202304,Apr,Mon,Morning,Low
Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Lower Manhattan,5,5,11,33.00,33.00,202304,Apr,Mon,Morning,High
Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Lower Manhattan,1,1,2,1.60,1.60,202304,Apr,Wed,Afternoon,Low
Coffee,Barista Espresso,Espresso shot,Lower Manhattan,1,1,1,3.00,3.00,202304,Apr,Sun,Evening,Low
Flavours,Regular syrup,Carmel syrup,Lower Manhattan,1,1,1,0.80,0.80,202304,Apr,Sun,Evening,Low
Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Lower Manhattan,4,4,6,4.80,4.80,202304,Apr,Sun,Evening,Low
Coffee beans,Espresso Beans,Espresso Roast,Lower Manhattan,1,1,1,14.75,14.75,202304,Apr,Sun,Evening,Low
Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Lower Manhattan,4,4,7,26.25,26.25,202304,Apr,Sun,Evening,Low
Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Lower Manhattan,1,1,1,2.55,2.55,202304,Apr,Sun,Evening,Low
Tea,Brewed herbal tea,Peppermint Lg,Lower Manhattan,4,4,5,15.00,15.00,202304,Apr,Sun,Evening,Low
Flavours,Regular syrup,Carmel syrup,Lower Manhattan,4,4,5,4.00,4.00,202304,Apr,Sun,Afternoon,Low
Branded,Housewares,I Need My Bean! Diner mug,Lower Manhattan,1,1,1,12.00,12.00,202304,Apr,Sun,Afternoon,Low
Coffee,Organic brewed coffee,Brazilian Sm,Lower Manhattan,16,16,25,55.00,55.00,202305,May,Mon,Morning,High
Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Lower Manhattan,23,23,32,144.00,144.00,202305,May,Mon,Morning,High
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Lower Manhattan,17,17,26,97.50,97.50,202305,May,Mon,Morning,High
Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Lower Manhattan,14,14,28,112.00,112.00,202305,May,Mon,Morning,High
Tea,Brewed herbal tea,Peppermint Rg,Lower Manhattan,16,16,24,60.00,60.00,202305,May,Mon,Morning,High
Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Lower Manhattan,11,11,15,37.50,37.50,202305,May,Mon,Morning,High
Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Lower Manhattan,28,28,43,161.25,161.25,202305,May,Mon,Morning,High
Coffee,Organic brewed coffee,Brazilian Lg,Lower Manhattan,22,22,40,140.00,140.00,202305,May,Mon,Morning,High
Coffee,Drip coffee,Our Old Time Diner Blend Rg,Lower Manhattan,17,17,29,72.50,72.50,202305,May,Mon,Morning,High
Bakery,Biscotti,Chocolate Chip Biscotti,Lower Manhattan,17,17,17,59.50,59.50,202305,May,Mon,Morning,High
Bakery,Biscotti,Hazelnut Biscotti,Lower Manhattan,11,11,11,35.75,35.75,202305,May,Mon,Morning,High
Tea,Brewed Black tea,Earl Grey Lg,Lower Manhattan,19,19,33,99.00,99.00,202305,May,Mon,Morning,High
Tea,Brewed Green tea,Serenity Green Tea Lg,Lower Manhattan,17,17,30,90.00,90.00,202305,May,Mon,Morning,High
Tea,Brewed herbal tea,Lemon Grass Lg,Lower Manhattan,19,19,29,87.00,87.00,202305,May,Mon,Morning,High
Coffee,Barista Espresso,Cappuccino Lg,Lower Manhattan,18,18,26,110.50,110.50,202305,May,Mon,Morning,High
Coffee,Barista Espresso,Ouro Brasileiro shot,Lower Manhattan,22,22,39,102.60,102.60,202305,May,Mon,Morning,High
Tea,Brewed Black tea,Earl Grey Lg,Lower Manhattan,3,3,4,12.00,12.00,202304,Apr,Fri,Evening,Low
Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Lower Manhattan,17,17,30,105.00,105.00,202305,May,Mon,Morning,High
Bakery,Scone,Ginger Scone,Lower Manhattan,21,21,29,84.65,84.65,202305,May,Mon,Morning,High
Coffee,Drip coffee,Our Old Time Diner Blend Lg,Lower Manhattan,24,24,35,105.00,105.00,202305,May,Mon,Morning,High
Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Lower Manhattan,20,20,33,80.85,80.85,202305,May,Mon,Morning,High
Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Lower Manhattan,20,20,34,68.00,68.00,202305,May,Mon,Morning,High
Bakery,Pastry,Chocolate Croissant,Lower Manhattan,23,23,23,86.25,86.25,202305,May,Mon,Morning,High
Coffee,Gourmet brewed coffee,Ethiopia Rg,Lower Manhattan,12,12,15,45.00,45.00,202305,May,Mon,Morning,High
Coffee,Gourmet brewed coffee,Ethiopia Sm,Lower Manhattan,13,13,22,48.40,48.40,202305,May,Mon,Morning,High
Tea,Brewed herbal tea,Peppermint Lg,Lower Manhattan,14,14,21,63.00,63.00,202305,May,Tue,Morning,High
Coffee,Drip coffee,Our Old Time Diner Blend Sm,Lower Manhattan,20,20,32,64.00,64.00,202305,May,Tue,Morning,High
Coffee,Organic brewed coffee,Brazilian Lg,Lower Manhattan,15,15,22,77.00,77.00,202305,May,Tue,Morning,High
Bakery,Scone,Jumbo Savory Scone,Lower Manhattan,13,13,13,49.69,49.69,202305,May,Tue,Morning,High
Coffee,Gourmet brewed coffee,Ethiopia Rg,Lower Manhattan,24,24,39,117.00,117.00,202305,May,Tue,Morning,High
Bakery,Scone,Cranberry Scone,Lower Manhattan,14,14,14,49.55,49.55,202305,May,Tue,Morning,High
Coffee,Barista Espresso,Latte Rg,Lower Manhattan,29,29,45,191.25,191.25,202305,May,Mon,Morning,High
Tea,Brewed Black tea,English Breakfast Lg,Lower Manhattan,10,10,16,48.00,48.00,202305,May,Mon,Afternoon,High
Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Lower Manhattan,7,7,8,24.80,24.80,202305,May,Mon,Afternoon,Low
Bakery,Pastry,Croissant,Lower Manhattan,6,6,6,21.00,21.00,202305,May,Mon,Afternoon,Low
Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Lower Manhattan,5,5,5,12.75,12.75,202305,May,Mon,Afternoon,Low
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Lower Manhattan,11,11,17,80.75,80.75,202305,May,Mon,Afternoon,High
Tea,Brewed herbal tea,Peppermint Rg,Lower Manhattan,10,10,16,40.00,40.00,202305,May,Mon,Afternoon,High
Bakery,Scone,Ginger Scone,Lower Manhattan,10,10,12,36.60,36.60,202305,May,Mon,Afternoon,High
Bakery,Scone,Scottish Cream Scone ,Lower Manhattan,6,6,6,27.00,27.00,202305,May,Mon,Afternoon,Low
Bakery,Biscotti,Ginger Biscotti,Lower Manhattan,10,10,10,35.00,35.00,202305,May,Mon,Morning,High
Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Lower Manhattan,20,20,36,91.80,91.80,202305,May,Mon,Morning,High
Tea,Brewed Chai tea,Traditional Blend Chai Lg,Lower Manhattan,16,16,32,96.00,96.00,202305,May,Mon,Morning,High
Tea,Brewed Black tea,Earl Grey Rg,Lower Manhattan,22,22,39,97.50,97.50,202305,May,Mon,Morning,High
Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Lower Manhattan,20,20,36,90.00,90.00,202305,May,Mon,Morning,High
Bakery,Scone,Oatmeal Scone,Lower Manhattan,21,21,21,63.00,63.00,202305,May,Mon,Morning,High
Coffee,Gourmet brewed coffee,Ethiopia Lg,Lower Manhattan,20,20,32,112.00,112.00,202305,May,Tue,Morning,High
Tea,Brewed herbal tea,Peppermint Lg,Lower Manhattan,20,20,33,99.00,99.00,202305,May,Mon,Morning,High
Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Lower Manhattan,15,15,25,77.50,77.50,202305,May,Mon,Morning,High
Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Lower Manhattan,27,27,44,209.00,209.00,202305,May,Mon,Morning,High
Bakery,Scone,Scottish Cream Scone ,Lower Manhattan,14,14,14,63.00,63.00,202305,May,Mon,Morning,High
Coffee,Barista Espresso,Espresso shot,Lower Manhattan,17,17,25,75.00,75.00,202305,May,Mon,Morning,High
Coffee,Drip coffee,Our Old Time Diner Blend Sm,Lower Manhattan,25,25,40,80.00,80.00,202305,May,Mon,Morning,High
Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Lower Manhattan,19,19,35,105.00,105.00,202305,May,Mon,Morning,High
Flavours,Regular syrup,Hazelnut syrup,Lower Manhattan,1,1,2,1.60,1.60,202304,Apr,Sun,Evening,Low
Coffee beans,Gourmet Beans,Ethiopia,Lower Manhattan,1,1,1,21.00,21.00,202304,Apr,Sun,Morning,Low
Coffee,Barista Espresso,Ouro Brasileiro shot,Lower Manhattan,1,1,2,4.20,4.20,202304,Apr,Sat,Evening,Low
Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Lower Manhattan,3,3,5,17.50,17.50,202304,Apr,Sat,Evening,Low
Tea,Brewed herbal tea,Peppermint Rg,Lower Manhattan,1,1,2,5.00,5.00,202304,Apr,Fri,Evening,Low
Tea,Brewed Green tea,Serenity Green Tea Rg,Lower Manhattan,1,1,2,5.00,5.00,202304,Apr,Fri,Evening,Low
